GeneID,Symbol,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession
644915,METTL15P2,59053320,59054183
644915,METTL15P2,131105,131968
644919,LINC02315,40954710,41141047
644924,LOC644924,55961153,55962674
644928,RPS26P15,58056061,58056503
644934,RPS26P50,64592954,64593394
644935,ELF2P4,185545721,185547817
644936,LOC644936,80299084,80300477
644937,RPL10P8,171366306,171366674
644943,RASSF10,13009422,13012105
644945,KRT16P3,20501512,20504497
644961,ACTG1P20,27323873,27326524
644962,TNRC18P1,140641190,140643079
644972,RPS3AP26,98385749,98386606
644974,ALG1L2,130081830,130103798
644988,ABHD17AP6,20840686,20844478
644990,THRB-AS1,24494086,24500010
644994,SMIM23,171772636,171791135
644996,RPL32P22,112362614,112363115
644997,PIK3CD-AS1,9652609,9654585
644998,KRT8P19,61879243,61880971
645000,RPS3P6,62021487,62022174
645001,HNRNPA1P52,41829608,41831133
645015,ALG1L8P,67785269,67793344
645018,RPS2P20,143349228,143350139
645024,GAPDHP59,187415549,187416047
645027,EVPLL,18377672,18389651
645027,EVPLL,147743,159625
645030,NFIA-AS1,61248944,61253517
645051,GAGE13,49331602,49338951
645054,RPL6P4,11102122,11103033
645065,RPEP2,26015668,26016378
645073,GAGE12G,49570396,49577756
645078,ZCCHC23,109303034,109316134
645084,DBF4P1,64168952,64169689
645086,LOC645086,44119417,44120870
645094,MYL12BP1,42571823,42572621
645104,CLRN2,17515164,17527103
645108,NACAP5,17552003,17552802
645120,AIFM1P1,18735674,18738828
645121,CCNI2,132747444,132754402
645126,PFN1P6,144442444,144443249
645129,ZBTB45P1,109986345,109988362
645135,LOC645135,110007656,110010981
645136,MYCLP2,57931923,57934836
645139,LOC645139,18650195,18651538
645142,PPIAL4D,145241414,145242198
645145,ZBED1P1,110277268,110293659
645157,RPL21P61,19143652,19144194
645158,CBX3P2,2652169,2655394
645160,RPL5P30,118560616,118561637
645161,RPL12P8,67874331,67874890
645163,LOC645163,53434544,53437358
645166,LSP1P5,144716078,144740805
645173,RPS2P48,53756941,53757900
645174,RPL21P46,19813732,19814268
645175,MEMO1P2,134897856,134899297
645177,LOC645177,24997561,25052445
645180,LOC645180,114231200,114233220
645181,LOC645181,85549409,85549952
645188,LOC645188,141625863,141626732
645191,LINGO3,2289774,2308156
645201,HMGB1P26,229705010,229706021
645202,LOC645202,37408,46122
645202,LOC645202,596664,605378
645202,LOC645202,28350362,28358085
645202,LOC645202,482878,491592
645203,TMEM14DP,68544018,68544939
645204,HNRNPMP1,44447574,44449348
645206,LINC00693,28575277,28758336
645207,EIF4E2P2,115279094,115280048
645212,EIF3J-DT,44534504,44536922
645220,ADIPOR1P1,22164575,22165423
645224,RPL29P17,20042341,20042984
645233,TDGP1,25803192,25806258
645249,MNX1-AS1,157010856,157016423
645251,CBX1P1,63297673,63299884
645256,GAPDHP66,3977456,3978685
645257,RPL7AP37,136900319,136901179
645261,LOC645261,87050925,87056012
645264,OSTCP4,112685054,112685499
645266,LOC645266,114845593,114848587
645269,TMEM256P1,69523222,69523658
645272,LOC645272,157088107,157088376
645280,SMPD4P1,20604894,20626184
645292,HMGB1P6,71163471,71165511
645296,RPL17P39,71341122,71341746
645297,LOC645297,18153276,18154253
645299,RPS10P24,70079082,70079660
645311,EEF1GP7,52573114,52573817
645312,GLTPP1,18188903,18191237
645313,SCDP1,20784249,20789613
645314,LOC645314,193276581,193277660
645317,CHCHD2P6,15604527,15605313
645318,PHB2P1,109527993,109529210
645319,LOC645319,18196668,18197483
645321,LINC01896,41928,44616
645321,LINC01896,78976813,78979501
645323,LINC00461,88538265,88691040
645324,LOC645324,76112909,76113434
645326,RPSAP11,32190670,32191696
645328,MRPL40P1,67351502,67352040
645332,FAM86C2P,67791766,67805335
645339,SNRPD2P2,231475761,231476524
645345,CHCHD2P9,79391266,79392034
645348,TUBA3GP,21065466,21070172
645354,PRAMEF36P,13127068,13132273
645354,PRAMEF36P,72612,77818
645354,PRAMEF36P,281408,286613
645354,PRAMEF36P,122684,127889
645355,MIR3976HG,5748818,5795900
645357,LOC645357,2381981,2392274
645359,PRAMEF26,13148904,13153110
645359,PRAMEF26,94497,98708
645359,PRAMEF26,303244,307450
645359,PRAMEF26,144520,148726
645360,HMGB3P5,110450604,110451403
645367,GGT8P,91775341,91782126
645368,EIF3KP3,116043373,116044123
645369,TMEM200C,5882338,5898700
645373,RPL21P76,158719671,158720202
645381,TLE1P1,65407876,65408673
645382,PRAMEF33,13303538,13308906
645382,PRAMEF33,247006,252374
645382,PRAMEF33,457878,463246
645382,PRAMEF33,269394,274762
645387,RPL6P27,6462109,6463028
645388,LOC645388,65469084,65470578
645397,LOC645397,18870786,18873464
645398,NIFKP2,174923045,174923998
645402,USP17L4,7337114,7338706
645402,USP17L4,5569604,5572045
645405,LOC645405,48725344,48725827
645412,RPS16P9,45332635,45333187
645414,PRAMEF19,13368430,13371946
645415,LOC645415,18956044,18957231
645422,RPL10P12,68626809,68627177
645423,SLC25A51P2,7134119,7135880
645425,PRAMEF20,13410449,13421327
645426,TMEM191C,21467169,21469934
645431,FUT8-AS1,65410591,65412616
645432,ARRDC5,4867613,4915468
645433,LOC645433,25504947,25506768
645434,LINC01625,139468994,139474595
645436,HNRNPA1P63,54536739,54537950
645440,ATP5PBP6,139614253,139615248
645441,RPL17P6,77129073,77129702
645443,ATP5F1AP3,72004902,72006751
645452,RPL21P68,25261198,25261757
645453,RLIMP3,49794243,49796096
645455,CEP170P1,118516339,118554203
645468,LOC645468,166699360,166703091
645474,S100A11P3,71506060,71522086
645481,LOC645481,26111677,26115951
645482,LOC645482,121238673,121240078
645485,LOC645485,30755073,30780738
645486,AHCYP7,50417288,50418882
645506,GYG1P3,55222278,55224075
645513,LOC645513,119454782,119499591
645520,FAM138A,34610,36080
645528,FAM238A,26589864,26594323
645529,LOC645529,113667386,113668626
645538,GOT2P1,55367464,55368773
645544,LOC645544,71639051,71641558
645545,IGBP1P2,58659651,58661607
645548,HSPD1P6,36766642,36768886
645553,IGFL2-AS1,46189028,46203061
645558,FAM90A22P,7571432,7576668
645558,FAM90A22P,254535,259771
645560,ATP5F1CP1,53990930,53992022
645571,PRADC1P1,36976215,36977138
645572,FAM90A23P,7579081,7584312
645572,FAM90A23P,262184,267415
645573,RPS4XP19,9019997,9020825
645579,EIF4BP6,104667732,104671571
645591,LHFPL3-AS1,104796505,104804091
645598,WIZP1,23404281,23406296
645619,AK4P3,31614442,31616573
645630,RPS13P8,52095271,52095788
645638,WFDC21P,60083565,60088466
645641,MESTP3,28823246,28824182
645644,FLJ42627,2638981,2646128
645646,FAM32CP,74743200,74744801
645651,FAM90A14P,7713782,7719014
645652,MT1XP1,16241215,16241397
645654,RPL31P48,73648639,73649085
645656,RPSAP56,73940566,73941601
645668,TUFMP1,27082491,27084122
645676,ASH1L-AS1,155562041,155563943
645680,KPNA2P2,88564473,88566405
645682,POU5F1P4,155433179,155434261
645683,RPL13AP3,55766244,55767716
645686,GTF2IP3,19026000,19032625
645687,LINC00520,55781134,55796673
645688,RPL12P38,60433677,60434299
645691,HNRNPA1P35,201063025,201064247
645693,EEF1A1P22,52937138,52938517
645694,HTR5BP,117859426,117903679
645700,ZNF890P,5121309,5144545
645713,RPS10P23,74552213,74552791
645715,EEF1A1P24,39358544,39359918
645740,NOS2P1,27651442,27664654
645744,TAF5LP1,35498053,35499176
645745,MT1HL1,237004102,237004417
645749,LOC645749,145488933,145492105
645752,LOC645752,77914216,77926845
645754,LGALS9DP,27746039,27755278
645763,LOC645763,10664111,10665817
645771,PARP4P2,19349130,19408147
645773,LOC645773,124435672,124437184
645784,ANKRD36BP2,88765901,88806595
645798,RPL3P3,56978347,56979675
645805,DAZAP2P1,202199462,202202020
645807,RPL5P10,40586485,40587483
645808,HSPD1P2,7890510,7892756
645808,HSPD1P2,798819,800520
645809,RPL23AP56,134978826,134979281
645811,CCDC154,1434387,1444488
645832,SEBOX,28364267,28365150
645834,KRT8P15,202840085,202841856
645836,USP17L3,7976392,7977984
645836,USP17L3,885399,886991
645840,TXNRD3NB,126571778,126608554
645841,TMEM248P1,125723272,125724216
645843,TMEM14EP,152339697,152340989
645846,RPL7AP58,29725737,29726620
645852,LOC645852,126672043,126673314
645853,LOC645853,178165668,178166608
645857,RPS10P17,125263535,125264100
645859,CCDC58P1,10623615,10624312
645862,CHCHD4P1,92442076,92442493
645864,MAGEB17,16167480,16172393
645877,LOC645877,56846312,56846847
645879,FAM90A12P,8027073,8032304
645879,FAM90A12P,947814,953047
645884,RPS7P5,240007523,240013259
645899,RPS28P4,231256065,231256456
645900,LAPTM4BP1,153379618,153380974
645916,RPS11P2,240636533,240637072
645918,RPS13P7,57555904,57556407
645927,MCFD2P1,27407722,27409690
645930,HMGN2P31,5311430,5312722
645931,FEN1P1,91328237,91330255
645937,LOC645937,87944273,87945022
645938,LOC645938,72727780,72728833
645939,THAP12P8,240769220,240771542
645940,HNRNPA1P32,30517655,30518925
645949,LINC01822,21687433,21710651
645950,HNRNPA1P1,27523446,27524536
645954,SVIL2P,30692273,30717012
645957,RPS3P7,78825251,78826084
645958,RPS18P9,149593615,149594601
645960,RPL10P19,8961746,8962123
645960,RPL10P19,4389827,4390204
645961,SPATA31C2,88129304,88138480
645962,RPL23AP20,241916063,241916586
645965,LOC645965,153851621,153853450
645965,LOC645965,168322,170151
645967,LOC645967,149717620,149718895
645968,RPS3AP25,94694980,94695838
645969,SELENOTP1,6278595,6281992
645973,ATP5PBP2,94738653,94739460
645974,PABPC1L2B,73003512,73005711
645978,LOC645978,206410086,206410908
645978,LOC645978,523724,524546
645979,RPS26P31,122681292,122681725
645980,CFL1P4,241993205,241993882
645993,RPL31P57,64308275,64308715
645996,NAP1L6,73126036,73128079
645998,RPL10AP5,242365159,242365847
646000,SLC35G4,11609557,11610611
646012,LOC646012,17306363,17307032
646013,RPS17P3,30830876,30831359
646016,YWHAZP8,73274688,73275715
646019,CBY3,179678557,179680973
646019,CBY3,444248,446665
646023,ADORA2A-AS1,24429205,24495073
646024,RAET1K,149998018,150005143
646029,LOC646029,77571088,77575661
646030,LOC646030,31034747,31059108
646044,LOC646044,12066733,12068619
646049,HMGN2P20,24330294,24332355
646050,LOC646050,11308024,11308937
646052,SLC20A1P3,19966629,19968364
646058,LOC646058,180085606,180087054
646065,PMM2P2,12192202,12192933
646066,TAF11L5,17525134,17525930
646070,CICP18,142229,145993
646071,LOC646071,20046293,20048296
646074,POM121L10P,24645165,24659146
646077,RPL29P23,33189914,33190553
646080,RAB11FIP1P1,74203043,74204855
646083,PA2G4P6,89449436,89451763
646085,PSMC1P7,161328704,161330261
646086,WDR45BP1,32110189,32112694
646087,IMP3P1,10829757,10830307
646090,RHPN2P1,20228418,20276863
646093,RPS8P7,180226332,180226999
646096,CHEK2P2,20282743,20291557
646103,TAF11L3,17518266,17519062
646104,RPL32P16,151096158,151099932
646108,RPS7P14,74409482,74410143
646112,LOC646112,79987470,79989816
646113,LINC00643,62117356,62134185
646114,AKAP8P1,11011743,11013097
646119,RPS8P4,119638432,119639133
646120,LOC646120,33786825,33787919
646127,LOC646127,75325170,75359454
646140,LOC646140,3323031,3323949
646161,RPL26P21,13871783,13872555
646164,DDX39AP1,22705236,22706211
646168,LRRC77P,167895947,167924010
646171,EIF4A2P1,12912802,12914105
646174,C16orf90,3493483,3496651
646175,RPL36AP48,67224699,67225085
646177,SPATA31E2P,20593366,20597347
646189,RPL18AP13,11521930,11522549
646192,NOP56P1,28783632,28784003
646192,NOP56P1,274330,274701
646192,NOP56P1,49217,49588
646192,NOP56P1,49225,49596
646192,NOP56P1,49215,49586
646192,NOP56P1,49223,49594
646192,NOP56P1,92971,93342
646193,TRAPPC13P1,76655504,76656734
646195,RPS28P7,82689529,82689903
646196,SMARCE1P6,26149091,26151271
646197,LOC646197,73215728,73216625
646201,BASP1P1,22897029,22898180
646202,TLK2P1,34036703,34040140
646203,LOC646203,13139625,13140526
646208,NUS1P2,22915460,22917545
646213,SS18L2P1,34875160,34876224
646214,LOC646214,21289603,21297828
646214,LOC646214,47494,55721
646216,LOC646216,26422022,26423217
646218,PRDX2P2,34965068,34966255
646227,LOC646227,180982258,180987559
646231,AGPAT5P1,3293807,3294808
646233,RPS27P10,211298877,211299221
646241,LINC02223,17807273,17930488
646243,CXADRP2,21371492,21373967
646243,CXADRP2,129502,131972
646249,PCED1CP,212832160,212832924
646255,RPL19P16,121133015,121133753
646260,SAR1AP1,29074415,29077240
646260,SAR1AP1,560901,563726
646260,SAR1AP1,340016,342841
646260,SAR1AP1,339972,342797
646260,SAR1AP1,340157,342982
646260,SAR1AP1,339995,342820
646260,SAR1AP1,383778,386603
646262,LACTBL1,22953042,22972315
646268,LINC01704,158132043,158140639
646269,RPS4XP8,154576255,154577140
646270,ELL2P1,158174352,158178074
646273,HSPD1P15,19233301,19234204
646274,LOC646274,154706478,154710044
646278,PDCD6IPP2,28789833,28856573
646278,PDCD6IPP2,1065625,1077307
646278,PDCD6IPP2,951839,1018558
646282,AZGP1P1,99980761,99984236
646294,RPS2P29,43538784,43539725
646300,COL6A4P2,130212819,130273805
646309,NAMPTP1,36521735,36524235
646316,TERF1P3,136353509,136356336
646324,LINC00607,215611562,215843535
646330,BTBD6P1,23901048,23903007
646346,RPL7P58,26687362,26688022
646347,LOC646347,160894888,160896274
646348,ARL6IP1P2,36994934,36995786
646358,LOC646358,65770249,65772153
646359,TERF1P2,14375941,14378756
646360,TMEM161BP1,37337413,37339770
646362,FTH1P13,65900773,65901449
646366,MAS1LP1,29475024,29476070
646366,MAS1LP1,961476,962522
646366,MAS1LP1,740685,741731
646366,MAS1LP1,740547,741593
646366,MAS1LP1,740149,741195
646366,MAS1LP1,740398,741444
646366,MAS1LP1,740490,741536
646366,MAS1LP1,784035,785081
646370,IGHV1OR15-3,21735257,21735998
646377,PYHIN5P,158878737,158880895
646378,DDX18P5,130295000,130297383
646382,DPPA5P1,52425744,52426249
646383,LOC646383,130314992,130403656
646388,LOC646388,40083518,40084593
646390,IRX1P1,24745265,24746118
646392,NIP7P2,132401252,132401791
646396,REREP3,22258613,22282879
646405,TPTE2P1,24928754,24968468
646408,LOC646408,28835613,28836213
646409,DGAT2L7P,101201812,101203274
646417,RPL29P5,75582050,75582671
646424,SPINK8,48306842,48333908
646430,LOC646430,159557584,159558180
646433,RPL32P19,15943067,15943531
646440,CCT3P1,16275676,16276276
646442,SNX19P3,14628382,14633301
646446,RPL27P2,159759143,159759619
646450,ARIH2OS,48917787,48919384
646457,C19orf67,14080641,14086152
646463,UBE2HP1,81254823,81255869
646467,CNN2P1,30046075,30047241
646471,LOC646471,25819953,25823605
646476,RPL7AP39,102755129,102755988
646479,ADAM24P,17469517,17471671
646480,FABP9,81458382,81461522
646483,RPL6P19,137721967,137722888
646486,FABP12,81524672,81590663
646489,RPL21P70,31291181,31291633
646498,C3orf84,49177538,49192683
646505,CLK3P1,19895561,19895981
646506,LOC646506,33410970,33412169
646507,SPATA31E3P,22403037,22407018
646507,SPATA31E3P,47506,51487
646508,FAM90A27P,53282289,53284348
646517,LOC646517,51409883,51410736
646520,SUCLA2P1,30468872,30470921
646520,SUCLA2P1,1948610,1950659
646520,SUCLA2P1,1724746,1726795
646520,SUCLA2P1,1779107,1781156
646520,SUCLA2P1,1723972,1726021
646520,SUCLA2P1,1767229,1769278
646522,LOC646522,133783670,133810375
646526,HMGB1P18,80283246,80284168
646527,RPS3AP44,26576857,26577720
646531,YBX1P2,105581856,105583412
646532,RPL19P5,218354041,218354572
646538,RPL7P10,81098194,81099025
646548,LOC646548,70187107,70232582
646555,LOC646555,81501584,81505740
646557,OSTCP3,53616803,53617251
646566,RPLP1P12,53775469,53775925
646567,OSTCP2,26985318,26986350
646572,CHCHD3P3,27200635,27201598
646575,CYP4F10P,15664105,15667239
646576,HHIP-AS1,144642915,144646018
646577,HMGB1P16,36211003,36211931
646581,IFNWP2,21420038,21420964
646583,RPS4XP18,22586403,22587277
646583,RPS4XP18,203404,204278
646588,LOC646588,25593161,25790050
646592,ZNF652P1,50786254,50788720
646595,UBE2CP2,22900485,22900994
646597,CHMP1AP1,27686808,27687439
646600,IGF2BP2-AS1,185713251,185729786
646603,C4orf51,145680099,145792400
646609,CLIC4P1,22747691,22748230
646612,EEF1A1P25,138825062,138826325
646614,BUB3P1,108993717,108995059
646616,LOC646616,32522707,32524085
646619,ATP5MC1P3,138889154,138890003
646620,RPL3P8,109998378,109999645
646624,RPL27P4,28982243,28982643
646625,URAD,27978105,27988636
646626,LOC646626,85276357,85278087
646627,LYPD8,248739414,248755786
646629,LOC646629,24506863,24508771
646630,CHCHD2P8,28107406,28108075
646639,LOC646639,33501943,33503326
646640,TTC39DP,38763584,38765199
646641,RPL7L1P7,139081490,139082426
646643,SBK2,55529335,55537174
646644,LOC646644,221944163,221944810
646652,LOC646652,34189580,34194203
646658,SYNDIG1L,74405892,74477079
646660,RPS20P26,47191145,47191655
646663,RFPL4AP1,55777552,55778922
646665,LOC646665,72605177,72612323
646666,LOC646666,18040330,18041143
646672,RPL15P20,15931645,15932341
646672,RPL15P20,1589608,1590304
646674,LOC646674,129992888,129994036
646685,RPL23AP41,140902193,140902650
646688,RPL4P2,166747322,166748748
646693,CNN2P10,166796244,166797337
646696,LOC646696,223704626,223705336
646698,ZSCAN5DP,56243924,56247466
646700,LOC646700,28147910,28149427
646701,DPPA5P4,75292007,75292348
646702,HLA-DPA2,33091481,33093313
646702,HLA-DPA2,4503254,4505086
646702,HLA-DPA2,4396133,4397965
646702,HLA-DPA2,4335004,4336836
646702,HLA-DPA2,4511184,4513016
646702,HLA-DPA2,4390518,4392350
646702,HLA-DPA2,4286115,4287947
646702,HLA-DPA2,4540464,4542296
646708,LOC646708,23480986,23483715
646709,LOC646709,56342338,56343723
646710,RPL19P4,130293788,130294478
646719,NIPBL-DT,36871360,36876693
646721,SINHCAFP3,23634874,23635638
646723,KRT18P31,36885203,36886555
646730,LINC02618,141663198,141721073
646736,LOC646736,226142793,226180061
646737,RPS14P6,152613823,152614369
646743,PRSS40B,130536569,130549914
646745,LOC646745,29551509,29552243
646753,RPS26P2,30831608,30832248
646754,TRIM64C,49053713,49059111
646755,MFAP1P1,30541442,30541991
646758,PTPN2P2,30553665,30555009
646759,UBTFL7,49081915,49083096
646762,LOC646762,29645921,29685137
646766,RPL35P2,34263269,34263722
646770,TRIM77BP,49117009,49124569
646780,PHKA1P1,90892989,90893912
646784,RPL5P6,91023874,91024866
646785,RPS10P13,34744139,34744717
646787,RPL31P37,122234507,122234947
646791,ANP32BP1,75321581,75322705
646794,LOC646794,228352041,228352851
646797,LOC646797,50169807,50190432
646799,ZAR1L,32303770,32311953
646801,LOC646801,50268160,50269271
646802,CYP4F62P,130435661,130441680
646804,LOC646804,171083560,171085204
646808,LAGE3P1,33019504,33020152
646813,LOC646813,50409146,50420630
646817,SETSIP,92074435,92075471
646819,RPS15AP19,35555845,35556303
646820,RPL19P19,57953086,57953794
646828,LOC646828,21532884,21550375
646828,LOC646828,1554442,1571933
646837,EEF1GP1,125033432,125035388
646839,TPM3P8,230571894,230573955
646849,NPM1P28,147590808,147591931
646851,FAM227A,38578119,38656628
646853,LOC646853,77278378,77279849
646862,RNF225,58396089,58397078
646864,ZNF723,22820074,22859397
646870,LOC646870,173362377,173363889
646873,PRELID3BP10,127295533,127296399
646875,RPL12P2,37091220,37091844
646877,GAPDHP34,36740040,36740922
646879,ARL2BPP3,36794786,36795247
646884,RPL29P28,36926309,36926829
646890,LOC646890,158277757,158278672
646891,SDCCAG3P2,175044428,175045847
646892,SH2D7,78089894,78104050
646898,RPL12P40,37672694,37673172
646903,LOC646903,149971278,149973241
646909,RPL17P33,29632055,29632682
646910,HSPD1P9,37992584,37994764
646912,RPL7P52,40106252,40107085
646913,SEPT7P3,35946289,35974691
646915,ZNF806,132304791,132322749
646927,LOC646927,41189750,41190205
646929,ANKRD26P2,38909227,38936203
646934,LOC646934,78728949,78735122
646936,CTBP2P5,48915064,48916715
646938,LOC646938,78752036,78753391
